# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[O/Fe]	[C/Fe]
HD186478	J.A.Johnson+,ApJS, 139, 219, 2002	19 45 14.10	-17 29 27.0	4525	0.85	-2.4	-2.59		
HD186478	S.M.Andrievsky+,AAP, 481, 481, 2008	19 45 14.10	-17 29 27.0	4700	1.3	-2.59	-2.59		
HD186478	S.M.Andrievsky+,AAP, 494, 1083, 2009	19 45 14.10	-17 29 27.0	4700	1.3	-2.59	-2.59		
HD186478	R.Cayrel+,AAP, 416, 1117, 2004	19 45 14.10	-17 29 27.0	4700	1.3	-2.59	-2.57	0.81	-0.26
HD186478	H.Li+,ApJ, 852, L31, 2018	19 45 14.1410795461	-17 29 27.071420634	4648	1.15		-2.55		-0.33
HD186478	M.Spite+,AAP, 541, A143, 2012	19 45 14.10	-17 29 27.0	4700	1.3	-2.59	-2.59		
HD186478	D.L.Burris+,ApJ, 544, 302, 2000	19 45 14.10	-17 29 27.0	4575	1.4	-2.2	-2.41		
HD186478	K.A.Venn+,AJ, 128, 1177, 2004	19 45 14.10	-17 29 27.0				-2.58		
HD186478	S.M.Andrievsky+,AAP, 464, 1081, 2007	19 45 14.10	-17 29 27.0	4700	1.3	-2.59	-2.59		
HD186478	I.U.Roederer+,AJ, 147, 136, 2014	19 45 14.10	-17 29 27.0	4540	0.65	-2.78	-2.75	0.54	-0.41
HD186478	I.U.Roederer+,ApJ, 698, 1963, 2009	19 45 14.10	-17 29 27.0	4600	1.45	-2.56	-2.56		
HD186478	M.Spite+,AAP, 455, 291, 2006	19 45 14.10	-17 29 27.0	4700	1.3	-2.59	-2.59		-0.13
HD186478	M.Spite+,AAP, 528, A9, 2011	19 45 14.10	-17 29 27.0	4700	1.3	-2.59	-2.59		
HD186478	J.Simmerer+,ApJ, 617, 1091, 2004	19 45 14.10	-17 29 27.0	4598	1.43	-2.56	-2.56		-0.22
HD186478	B.W.Carney+,AJ, 125, 293, 2003	19 45 14.10	-17 29 27.0	4540	1.4	-2.45	-2.45		
HD186478	J.J.Cowan+,ApJ, 627, 238, 2005	19 45 14.10	-17 29 27.0	4600	1.45	-2.56	-2.59		
HD186478	F.Spite+,AAP, 611, A30, 2018	14 02 31.84	+09 41 09.94	4700	1.3	-2.6	-2.59		
HD187216	T.Kipper+,AAP, 290, 148, 1994	19 24 18.35	+85 21 57.2	3500	0.4	-2.48	-2.48		1.38
HD187216	A.Susmitha+,MNRAS, 506, 1962, 2021	19 24 18.35	+85 21 57.19	3920	0.8	-2.5		0.05	1.45
HD187861	D.Karinkuzhi+,AAP, 645, 61, 2021	19 56 26.94	-65 22 08.00	5000	1.5	-2.6	-2.6	1.31	2.47
HD187861	T.Masseron+,AAP, 509, A93, 2010	19 56 26.95	-65 22 08.0	4600	1.7	-2.36	-2.41	1.42	2.03
HD187861	S.VanEck+,AAP, 404, 291, 2003	19 56 26.95	-65 22 08.0	5320	2.4		-2.3		
HD19445	G.Israelian+,ApJ, 507, 805, 1998			5810	4.3	-2.15		0.86	
HD19445	G.Israelian+,ApJ,  557, L43, 2001	03 08 25.59	+26 19 51.4	5810	4.46	-1.88			
HD19445	R.G.Gratton+,AAP, 354, 169, 2000	03 08 25.59	+26 19 51.4	6047	4.51	-1.97	-2.01	0.66	0.09
HD19445	M.Bergemann+,AAP, 522, A9, 2010	03 08 25.59	+26 19 51.4	5985	4.39	-1.96			
HD19445	C.J.Hansen+,AAP, 545, A31, 2012	03 08 25.59	+26 19 51.4	5982	4.38	-2.13	-2.13		
HD19445	J.A.Rich+,ApJ, 701, 1519, 2009	03 08 25.59	+26 19 51.4	5853	4.41	-2.1	-2.1	0.75	
HD19445	G.Bihain+,AAP, 423, 777, 2004	03 08 25.59	+26 19 51.4	6095	4.45	-2.04			
HD19445	T.V.Mishenina+,AAP, 370, 951, 2001	03 08 25.59	+26 19 51.4	6000	4	-1.89			
HD19445	I.U.Roederer+,ApJ, 912, 119, 2021			6055	4.49	-2.2	-2.18		
HD19445	M.Bergemann+,MNRAS, 401, 1334, 2010	03 08 25.59	+26 19 51.4	5985	4.39	-1.96			
HD19445	R.Smiljanic+,AAP, 499, 103, 2009	03 08 25.59	+26 19 51.4	5825	4.42	-2	-2		
HD19445	I.U.Roederer+,ApJ, 860, 125, 2018	03 08 25.58	+26 19 51.40	6055	4.49	-2.2	-2.14		
HD19445	M.Bergemann+,AAP, 492, 823, 2008	03 08 25.59	+26 19 51.4	5985	4.39	-1.96			
HD19445	A.M.Boesgaard+,ApJ, 743, 140, 2011			5853	4.41	-2.1	-2.1	0.51	
HD19445	J.R.Shi+,AAP, 465, 587, 2007	03 08 25.59	+26 19 51.4	6032	4.4	-2.08	-2.07		
HD19445	R.G.Gratton+,AAP, 404, 187, 2003	03 08 25.59	+26 19 51.4	5976	4.44	-2.04	-2.09	0.89	
HD19445	B.E.Reddy+,MNRAS, 367, 1329, 2006	03 08 25.59	+26 19 51.4	5522	4.55	-1.88		0.67	
HD19445	A.M.Boesgaard+,AJ, 117, 492, 1999	03 08 25.59	+26 19 51.4	5996	4.48	-2.01		0.85	
HD19445	R.C.Peterson+,AAP, 638, 64, 2020			6070	4.4	-2.15	-2.15		
HD19445	Y.Takeda+,PASJ, 63, S537, 2011	03 08 25.59	+26 19 51.4	6130	4.39	-2.05	-2.05		
HD19445	T.V.Mishenina+,AAP, 396, 189, 2002	03 08 25.59	+26 19 51.4			-1.89			
HD19445	N.Ryde+,AAP, 415, 559, 2004	03 08 25.59	+26 19 51.4	5810	4.46	-1.9			
HD19445	T.Mishenina+,MNRAS, 469, 4378, 2017	03 08 25.5884	+26 19 51.400	5830	4		-2.16		
HD19445	P.E.Nissen+,AAP, 390, 235, 2002	03 08 25.59	+26 19 51.4	5910	4.4	-2.04	-2.01	0.71	
HD19445	I.U.Roederer+,AJ, 147, 136, 2014	03 08 25.59	+26 19 51.4	5820	3.65	-2.4	-2.29	0.23	0.28
HD19445	J.P.Fulbright+,AJ, 120, 1841, 2000	03 08 25.59	+26 19 51.4	5825	4.2	-2	-2.11		
HD19445	G.Israelian+,AAP, 421, 649, 2004			6095	4.45	-2.04			
HD19445	T.Gehren+,AAP, 451, 1065, 2006	03 08 25.59	+26 19 51.4	5985	4.39	-1.96			
HD19445	M.Asplund+,ApJ, 644, 229, 2006	03 08 25.59	+26 19 51.4	5980	4.42	-2.02	-2.02	0.69	
HD196944	K.Jonsell+,AAP, 440, 321, 2005	20 40 46.09	-06 47 50.7	5250	1.7	-2.23	-2.34	0.82	
HD196944	E.A.DenHartog+,ApJS, 254, 5, 2021			5170	1.6	-2.41	-2.41		
HD196944	D.Karinkuzhi+,AAP, 645, 61, 2021	20 40 46.08	-06 47 50.64	5168	1.28	-2.5	-2.5	0.81	1.22
HD196944	I.U.Roederer+,ApJ, 675, 723, 2008	20 40 46.09	-06 47 50.7	5170	1.8	-2.46	-2.44		
HD196944	T.Masseron+,AAP, 509, A93, 2010	20 40 46.09	-06 47 50.7	5250	1.7	-2.19	-2.24	0.65	1.31
HD196944	I.U.Roederer+,ApJ, 912, 119, 2021			5170	1.6	-2.41	-2.41		
HD196944	I.U.Roederer+,AJ, 147, 136, 2014	20 40 46.09	-06 47 50.7	5310	1.75	-2.39	-2.39	0.36	1.19
HD196944	S.VanEck+,AAP, 404, 291, 2003	20 40 46.09	-06 47 50.7	5250	1.7		-2.4		
HD196944	W.Aoki+,PASJ, 54, 933, 2002	20 40 46.09	-06 47 50.7	5250	1.8	-2.25	-2.25		1.32
HD196944	W.Aoki+,ApJ, 580, 1149, 2002	20 40 46.09	-06 47 50.7	5250	1.8	-2.25	-2.25		
HD196944	V.Placco+,ApJ, 812, 109, 2015	20 40 46.09	-06 47 50.7	5170	1.6	-2.41	-2.41		1.08
HD196944	I.U.Roederer+,ApJ, 902, L24, 2020			5170	1.6	-2.41	-2.41		
HD198269	D.Karinkuzhi+,AAP, 645, 61, 2021	20 48 36.74	+17 50 23.71	4458	0.83	-2.1	-2.1	0.91	1.07
HD198269	T.Masseron+,ApJ, 751, 14, 2012	20 48 36.74	+17 50 23.7	4500	1	-1.84			0.91
HD198269	S.VanEck+,AAP, 404, 291, 2003	20 48 36.74	+17 50 23.7	4800	1.3		-2.2		
HD200654	K.Jonsell+,AAP, 440, 321, 2005	21 06 34.70	-49 57 50.0	5340	2.96	-2.99	-2.99		
HD200654	A.McWilliam+,AJ, 109, 2757, 1995	21 06 34.70	-49 57 50.0	5160	2.55	-2.9	-2.65		0.12
HD200654	I.U.Roederer+,AJ, 147, 136, 2014	21 06 34.70	-49 57 50.0	5080	2.25	-3.06	-3.13	<1.04	0.38
HD200654	A.McWilliam+,AJ, 109, 2736, 1995	21 06 34.70	-49 57 50.0						
HD200654	A.E.GarciaPerez+,AAP, 451, 621, 2006	21 06 34.70	-49 57 50.0	5292	2.86	-2.75	-2.73	0.89	
HD200654	A.E.GarciaPerez+,AAP, 447, 299, 2006	21 06 34.70	-49 57 50.0	5292	2.86	-2.73	-2.73		
HD201626	D.Karinkuzhi+,AAP, 645, 61, 2021	21 09 59.27	+26 36 55.01	5084	2.18	-1.75		0.96	1.62
HD201626	S.VanEck+,AAP, 404, 291, 2003	21 09 59.27	+26 36 54.9	5190	2.25		-2.1		
HD201626	V.Placco+,ApJ, 812, 109, 2015	21 09 59.27	+26 36 54.9	5175	2.8	-1.51		0.73	1.48
HD209621	D.Karinkuzhi+,AAP, 645, 61, 2021	22 04 25.14	+21 03 09.00	4740	1.75	-2	-2	1.11	1.57
HD213657	C.J.Hansen+,AAP, 545, A31, 2012	22 33 47.06	-42 03 13.8	6208	3.78	-2.01	-2.01		
HD213657	M.Asplund+,ApJ, 644, 229, 2006	22 33 47.06	-42 03 13.8	6180	3.92	-1.9		0.61	
HD213657	J.Melendez+,AAP, 515, L3, 2010	22 33 47.06	-42 03 13.8	6299	3.9	-1.96			
HD213657	P.E.Nissen+,AAP, 390, 235, 2002	22 33 47.06	-42 03 13.8	6114	3.85	-1.94		0.53	
HD214362	M.N.Ishigaki+,ApJ, 753, 64, 2012	22 37 58.56	-22 38 39.7	5783	1.98	-1.92			
HD214362	M.Ishigaki+,PASJ, 62, 143, 2010	22 37 58.56	-22 38 39.7	5636	1.6	-2.05	-2.05		
HD214362	D.L.Burris+,ApJ, 544, 302, 2000	22 37 58.56	-22 38 39.7	5650	1.5	-1.7			
HD214362	I.U.Roederer+,AJ, 147, 136, 2014	22 37 58.56	-22 38 39.7	5760	1.6	-2.04	-2.06	0.42	<-0.17
HD214362	M.N.Ishigaki+,ApJ, 771, 67, 2013	22 37 58.56	-22 38 39.7	5783	1.98	-1.93			
HD214362	I.U.Roederer+,ApJ, 724, 975, 2010	22 37 58.56	-22 38 39.7						
HD214362	J.Simmerer+,ApJ, 617, 1091, 2004	22 37 58.56	-22 38 39.7	5727	2.62	-1.87			-0.87
HD214362	B.W.Carney+,AJ, 125, 293, 2003	22 37 58.56	-22 38 39.7	5700	2.6	-2.2	-2.2		
HD215801	P.E.Nissen+,AAP, 469, 319, 2007	22 48 29.43	-46 03 50.5	6071	3.83	-2.28	-2.28		
HD215801	J.Melendez+,ApJ, 642, 1082, 2006	22 48 29.43	-46 03 50.5	6085	3.83	-2	-2.27	0.86	
HD215801	D.Fabbian+,AAP, 500, 1143, 2009	22 48 29.43	-46 03 50.5	6071	3.83	-2.28	-2.33	0.86	0.22
HD215801	C.J.Akerman+,AAP, 414, 931, 2004	22 48 29.43	-46 03 50.5	6005	3.81	-2.29	-2.29	0.82	0.2
HD215801	A.M.Amarsi+,AAP, 622, L4, 2019	22 48 29.43	-46 03 50.54	6054	3.85	-2.22	-2.22	0.76	0.11
HD215801	P.E.Nissen+,AAP, 415, 993, 2004	22 48 29.43	-46 03 50.5	6005	3.81	-2.29	-2.29		
HD216143	W.Aoki+,PASJ, 60, L7, 2008	22 50 31.09	-06 54 49.6	4450	0.8	-2.3	-2.32		-0.25
HD216143	J.P.Fulbright+,ApJ, 595, 1154, 2003	22 50 31.09	-06 54 49.6	4500	1.17	-2.2	-2.26	0.51	
HD216143	Y.Saito+,PASJ, 61, 549, 2009	22 50 31.09	-06 54 49.6	4525	1.77	-2.09	-2.32		
HD216143	T.V.Mishenina+,AAP, 396, 189, 2002	22 50 31.09	-06 54 49.6				-2.13		
HD216143	J.Melendez+,ApJ, 556, 858, 2001	22 50 31.09	-06 54 49.6	4360	0.5	-2.22	-2.22	0.79	-0.53
HD216143	D.L.Burris+,ApJ, 544, 302, 2000	22 50 31.09	-06 54 49.6	4525	0.8	-2	-2.01		
HD216143	T.Mishenina+,MNRAS, 469, 4378, 2017	22 50 31.0884300128	-06 54 49.557528724	4455	1.05		-2.26	0.48	
HD216143	T.V.Mishenina+,AAP, 370, 951, 2001	22 50 31.09	-06 54 49.6	4500	1	-2.11	-2.11		
HD216143	J.P.Fulbright+,AJ, 120, 1841, 2000	22 50 31.09	-06 54 49.6	4525	1	-2.1	-2.23		
HD216143	J.A.Johnson+,ApJ, 579, 616, 2002	22 50 31.09	-06 54 49.6				-2.05		
HD216143	J.A.Johnson+,ApJ, 554, 888, 2001	22 50 31.09	-06 54 49.6	4500	0.7	-2.1	-2.06		
HD216143	J.A.Johnson+,ApJS, 139, 219, 2002	22 50 31.09	-06 54 49.6	4500	0.7	-2.1	-2.21		
HD218857	M.N.Ishigaki+,ApJ, 753, 64, 2012	23 11 24.59	-16 15 04.0	5107	2.71	-1.94			
HD218857	J.P.Fulbright+,ApJ, 595, 1154, 2003	23 11 24.59	-16 15 04.0	5050	2.43	-1.9	-2.06	0.59	
HD218857	M.Ishigaki+,PASJ, 62, 143, 2010	23 11 24.59	-16 15 04.0	4892	2.22	-2.12	-2.12		
HD218857	T.V.Mishenina+,AAP, 396, 189, 2002	23 11 24.59	-16 15 04.0						
HD218857	D.L.Burris+,ApJ, 544, 302, 2000	23 11 24.59	-16 15 04.0	5125	2.4	-2			
HD218857	T.V.Mishenina+,AAP, 370, 951, 2001	23 11 24.59	-16 15 04.0	5050	2.4	-1.84			
HD218857	J.A.Johnson+,ApJ, 579, 616, 2002	23 11 24.59	-16 15 04.0				-2.01		
HD218857	M.N.Ishigaki+,ApJ, 771, 67, 2013	23 11 24.59	-16 15 04.0	5107	2.71	-1.94			
HD218857	I.U.Roederer+,ApJ, 724, 975, 2010	23 11 24.59	-16 15 04.0						
HD218857	J.A.Johnson+,ApJ, 554, 888, 2001	23 11 24.59	-16 15 04.0	4850	1.8	-2	-2.02		
HD218857	A.E.GarciaPerez+,AAP, 451, 621, 2006	23 11 24.59	-16 15 04.0	5015	2.78	-1.8		0.43	
HD218857	J.Simmerer+,ApJ, 617, 1091, 2004	23 11 24.59	-16 15 04.0	5103	2.44	-1.9	-2.01		0.13
HD218857	J.A.Johnson+,ApJS, 139, 219, 2002	23 11 24.59	-16 15 04.0	4850	1.8	-2	-2.17		
HD218857	A.E.GarciaPerez+,AAP, 447, 299, 2006	23 11 24.59	-16 15 04.0	5015	2.78	-1.79			
HD221170	I.Ivans+,ApJ, 645, 613, 2006	23 29 28.80	+30 25 58.0	4510	1	-2.19	-2.16	0.44	-0.6
HD221170	J.Melendez+,ApJ, 556, 858, 2001	23 29 28.80	+30 25 58.0	4460	0.75	-2.11	-2.11	0.66	-0.18
HD221170	T.V.Mishenina+,AAP, 370, 951, 2001	23 29 28.80	+30 25 58.0	4500	1	-2.05	-2.05		
HD221170	L.Zhang+,AAP, 528, A92, 2011	23 29 28.80	+30 25 58.0				-2.14		-0.48
HD221170	P.S.Barklem+,AAP, 439, 129, 2005	23 29 28.80	+30 25 58.0	4648	1.57	-2.14	-2.15		-0.6
HD221170	D.Karinkuzhi+,AAP, 645, 61, 2021	23 29 28.81	+30 25 57.86	4577	0.77	-2.4	-2.4	0.41	-0.68
HD221170	J.P.Fulbright+,ApJ, 595, 1154, 2003	23 29 28.80	+30 25 58.0	4475	1.15	-2.2	-2.2	0.5	
HD221170	W.Aoki+,PASJ, 60, L7, 2008	23 29 28.80	+30 25 58.0	4600	1.5	-2.1	-2.03		-0.49
HD221170	Y.Saito+,PASJ, 61, 549, 2009	23 29 28.80	+30 25 58.0	4560	1.37	-2.03	-2.04		
HD221170	N.Christlieb+,AAP, 428, 1027, 2004	23 29 28.80	+30 25 58.0			-1.61			
HD221170	T.V.Mishenina+,AAP, 396, 189, 2002	23 29 28.80	+30 25 58.0				-2.05		
HD221170	D.L.Burris+,ApJ, 544, 302, 2000	23 29 28.80	+30 25 58.0	4425	1	-2			
HD221170	T.Mishenina+,MNRAS, 469, 4378, 2017	23 29 28.8087923676	+30 25 57.847432750	4415	1.05		-2.26	0.48	
HD221170	J.P.Fulbright+,AJ, 120, 1841, 2000	23 29 28.80	+30 25 58.0	4500	0.9	-2.1	-2.17		
HD221170	J.Simmerer+,ApJ, 617, 1091, 2004	23 29 28.80	+30 25 58.0	4410	1.09	-2.35	-2.35		-0.32
HD221170	B.W.Carney+,AJ, 125, 293, 2003	23 29 28.80	+30 25 58.0	4410	1.1	-2.26	-2.26		
HD221170	J.J.Cowan+,ApJ, 627, 238, 2005	23 29 28.80	+30 25 58.0	4400	1.1	-2.35	-2.38		
HD224959	D.Karinkuzhi+,AAP, 645, 61, 2021	00 02 08.02	-02 49 12.25	4969	1.26	-2.36	-2.36	1.17	2.23
HD224959	T.Masseron+,AAP, 509, A93, 2010	00 02 08.02	-02 49 12.3	4900	2	-2.06	-2.11	1.12	1.78
HD224959	S.VanEck+,AAP, 404, 291, 2003	00 02 08.02	-02 49 12.3	5200	1.9		-2.2		
HD237846	I.U.Roederer+,AJ, 147, 136, 2014	09 52 38.68	+57 54 58.7	4730	1.3	-3.14	-3.21	1.17	0.15
HD237846	L.Zhang+,ApJ, 706, 1095, 2009	09 52 38.68	+57 54 58.7	4725	1.41	-3.01	-2.84		
HD237846	M.N.Ishigaki+,ApJ, 753, 64, 2012	09 52 38.68	+57 54 58.7	5015	2.02	-2.81	-2.81		
HD237846	M.N.Ishigaki+,ApJ, 771, 67, 2013	09 52 38.68	+57 54 58.7	5015	2.02	-2.85	-2.85		
HD237846	M.Ishigaki+,PASJ, 62, 143, 2010	09 52 38.68	+57 54 58.7	4621	1.04	-3.18	-3.17		
HD237846	I.U.Roederer+,ApJ, 711, 573, 2010	09 52 38.68	+57 54 58.7	4600	1	-3.2	-3.29	1.68	0.28
HD23798	H.Jonsson+,AAP, 530, A144, 2011			4375	1.12	-2.03	-2.03		
HD23798	R.G.Gratton+,AAP, 354, 169, 2000			4487	1.07	-2.03	-2.08	0.55	-0.69
HD23798	J.P.Fulbright+,ApJ, 595, 1154, 2003			4375	1.12	-2	-2.36	0.73	
HD23798	I.U.Roederer+,ApJ, 724, 975, 2010						-2.26		
HD23798	B.W.Carney+,AJ, 125, 293, 2003			4310	1	-1.9			
HD23798	J.Simmerer+,ApJ, 617, 1091, 2004			4450	1.06	-2.26	-2.26		-0.37
HD23798	M.Aoki+,ApJ, 837, 8, 2017			4450	1.06	-2.26	-2.26		
HD24289	A.M.Boesgaard+,ApJ, 743, 140, 2011			5700	3.5	-2.22	-2.22	0.49	
HD24289	A.M.Boesgaard+,ApJ, 667, 1196, 2007	03 51 54.54	-03 49 10.7	5700	3.5	-2.22	-2.22		
HD26169	I.U.Roederer+,AJ, 147, 136, 2014	04 00 52.40	-75 36 11.0	4750	1.35	-2.81	-2.8	0.56	0.14
HD26169	R.G.Gratton+,AAP, 354, 169, 2000	04 00 52.40	-75 36 11.0	5138	2.61	-2.3	-2.36	0.73	0.17
HD26169	A.E.GarciaPerez+,AAP, 451, 621, 2006	04 00 52.40	-75 36 11.0	4972	2.49	-2.29	-2.28	0.64	
HD26169	A.E.GarciaPerez+,AAP, 447, 299, 2006	04 00 52.40	-75 36 11.0	4972	2.49	-2.28	-2.28		
HD2665	G.Israelian+,ApJ,  557, L43, 2001			4990	2.5	-2	-2		
HD2665	R.G.Gratton+,AAP, 354, 169, 2000			5061	2.35	-1.95	-2.02	0.43	-0.01
HD2665	J.P.Fulbright+,ApJ, 595, 1154, 2003			5025	2.12	-1.9		0.38	
HD2665	Y.Saito+,PASJ, 61, 549, 2009			5020	1.92	-2.09	-2.13		
HD2665	N.Ryde+,AAP, 415, 559, 2004			4990	2.5	-1.74			
HD2665	J.Melendez+,ApJ, 556, 858, 2001			5030	2.2	-1.9		0.73	-0.18
HD2665	D.L.Burris+,ApJ, 544, 302, 2000			5000	2.2	-3			
HD2665	J.P.Fulbright+,AJ, 120, 1841, 2000			5050	2.2	-1.8			
HD2665	I.U.Roederer+,ApJ, 724, 975, 2010								
HD2665	J.Simmerer+,ApJ, 617, 1091, 2004			4990	2.34	-1.99	-2.04		0.13
HD27928	B.W.Carney+,AJ, 125, 293, 2003	04 22 55.00	-37 15 49.0	4990	2.3	-2.25	-2.25		
HD27928	A.E.GarciaPerez+,AAP, 451, 621, 2006	04 22 55.00	-37 15 49.0	5044	2.67	-2.16	-2.14	0.51	
HD27928	A.E.GarciaPerez+,AAP, 447, 299, 2006	04 22 55.00	-37 15 49.0	5044	2.67	-2.14	-2.14		
HD2796	A.McWilliam+,AJ, 109, 2757, 1995	00 31 16.90	-16 47 41.0	4850	1.1	-2.6	-2.34		-0.59
HD2796	G.Israelian+,ApJ,  557, L43, 2001	00 31 16.90	-16 47 41.0	4867	1.8	-2.3	-2.3		
HD2796	M.Spite+,AAP, 430, 655, 2005	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47	0.55	-0.41
HD2796	A.McWilliam+,AJ, 109, 2736, 1995	00 31 16.90	-16 47 41.0						
HD2796	S.M.Andrievsky+,AAP, 509, A88, 2010	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47		
HD2796	G.Bihain+,AAP, 423, 777, 2004	00 31 16.90	-16 47 41.0	4860	1.8	-2.18	-2.01		
HD2796	T.V.Mishenina+,AAP, 370, 951, 2001	00 31 16.90	-16 47 41.0	4900	1.6	-2.21	-2.21		
HD2796	P.Francois+,AAP, 476, 935, 2007	00 31 16.90	-16 47 41.0	4950	1.5	-2.4	-2.47		
HD2796	J.Melendez+,ApJ, 575, 474, 2002	00 31 16.90	-16 47 41.0	4860	1.7	-2.26	-2.26	0.65	-0.88
HD2796	S.M.Andrievsky+,AAP, 481, 481, 2008	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47		
HD2796	S.M.Andrievsky+,AAP, 494, 1083, 2009	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47		
HD2796	R.Cayrel+,AAP, 416, 1117, 2004	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.45	0.56	-0.43
HD2796	M.K.Mardini+,ApJ, 875, 89, 2019	00 31 16.91	-16 47 40.8	4869	1.04	-2.51	-2.51		-0.32
HD2796	J.P.Fulbright+,ApJ, 595, 1154, 2003	00 31 16.90	-16 47 41.0	4950	2.13	-2.2	-2.28	0.72	
HD2796	H.Li+,ApJ, 852, L31, 2018	00 31 16.9149599675	-16 47 40.792690842	4832	1.05		-2.49		-0.54
HD2796	M.Spite+,AAP, 541, A143, 2012	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47		
HD2796	T.V.Mishenina+,AAP, 396, 189, 2002	00 31 16.90	-16 47 41.0			-2.21	-2.21		
HD2796	D.L.Burris+,ApJ, 544, 302, 2000	00 31 16.90	-16 47 41.0	4900	1.6	-3			
HD2796	K.A.Venn+,AJ, 128, 1177, 2004	00 31 16.90	-16 47 41.0				-2.23		
HD2796	S.M.Andrievsky+,AAP, 464, 1081, 2007	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47		
HD2796	M.Spite+,AAP, 455, 291, 2006	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47		-0.31
HD2796	M.Spite+,AAP, 528, A9, 2011	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47		
HD2796	F.Spite+,AAP, 611, A30, 2018	00 31 16.91	-16 47 40.79	4950	1.5	-2.5	-2.47		
HD29574	H.N.Li+,ApJ, 765, 51, 2013			4200	0.1	-1.93		0.25	-1.26
HD29574	W.Aoki+,PASJ, 60, L7, 2008			4250	0.3	-1.8			-0.71
HD29574	J.P.Fulbright+,ApJ, 595, 1154, 2003			4200	0.78	-1.8	-2.04	0.51	
HD29574	Y.Saito+,PASJ, 61, 549, 2009			4230	0.02	-1.81			
HD29574	J.Melendez+,ApJ, 556, 858, 2001			4131	0.2	-1.84		0.73	<-0.88
HD29574	D.L.Burris+,ApJ, 544, 302, 2000			4250	0	-1.65			
HD29574	H.Jonsson+,AAP, 530, A144, 2011			4200	0.78	-1.7			
HD29574	J.P.Fulbright+,AJ, 120, 1841, 2000			4300	0.4	-1.7			
HD29574	J.A.Johnson+,ApJ, 579, 616, 2002								
HD29574	I.U.Roederer+,ApJ, 724, 975, 2010						-2		
HD29574	J.A.Johnson+,ApJ, 554, 888, 2001			4350	0.3	-1.7			
HD29574	J.Simmerer+,ApJ, 617, 1091, 2004			4250	0.8	-2	-2		-0.47
HD29574	J.A.Johnson+,ApJS, 139, 219, 2002			4350	0.3	-1.7			
HD3008	H.N.Li+,ApJ, 765, 51, 2013			4100	0.1	-2.06		0.29	-1.08
HD3008	W.Aoki+,PASJ, 60, L7, 2008			4150	0	-1.8			-0.39
HD3008	I.U.Roederer+,ApJ, 724, 975, 2010						-2.08		
HD3008	B.W.Carney+,AJ, 125, 293, 2003			4140	1	-1.43			
HD3008	J.Simmerer+,ApJ, 617, 1091, 2004			4250	1.03	-2.08	-2.08		-0.07
HD3008	D.L.Burris+,ApJ, 544, 302, 2000			4150	0.6	-2			
HD338529	P.E.Nissen+,AAP, 469, 319, 2007	19 32 31.90	+26 23 26.0	6373	4.03	-2.26	-2.26		
HD338529	J.R.Shi+,AAP, 465, 587, 2007	19 32 31.90	+26 23 26.0	6280	3.93	-2.25	-2.24		
HD338529	T.V.Mishenina+,AAP, 396, 189, 2002	19 32 31.90	+26 23 26.0				-2.31		
HD338529	T.V.Mishenina+,AAP, 370, 951, 2001	19 32 31.90	+26 23 26.0	6170	3.7	-2.31	-2.31		
HD338529	P.E.Nissen+,AAP, 390, 235, 2002	19 32 31.90	+26 23 26.0	6239	3.87	-2.34	-2.31	0.68	
HD338529	J.P.Fulbright+,AJ, 120, 1841, 2000	19 32 31.90	+26 23 26.0	6100	3.6	-2.3	-2.39		
HD338529	D.Fabbian+,AAP, 500, 1143, 2009	19 32 31.90	+26 23 26.0	6373	4.03	-2.26	-2.31	0.86	0.34
HD338529	T.Gehren+,AAP, 451, 1065, 2006	19 32 31.90	+26 23 26.0	6280	3.93	-2.25	-2.24		
HD338529	M.Asplund+,ApJ, 644, 229, 2006	19 32 31.90	+26 23 26.0	6335	4.04	-2.26	-2.26	0.63	
HD338529	A.M.Amarsi+,AAP, 622, L4, 2019	19 32 31.91	+26 23 26.12	6351	4.1	-2.19	-2.19	0.76	0.25
HD338529	J.Melendez+,AAP, 515, L3, 2010	19 32 31.90	+26 23 26.0	6426	3.89	-2.29	-2.29		
HD340279	C.Charbonnel+,AAP, 442, 961, 2005	20 24 45.41	+25 03 07.1	6362	4.5	-2.83	-2.83		
HD340279	J.Melendez+,ApJ, 642, 1082, 2006	20 24 45.41	+25 03 07.1	6521	4.31	-2.3	-2.56	0.56	
HD36702	H.Jonsson+,AAP, 530, A144, 2011	05 31 52.10	-38 33 24.0	4366	0.95	-2.06	-2.06		
HD36702	R.G.Gratton+,AAP, 354, 169, 2000	05 31 52.10	-38 33 24.0	4366	0.95	-2.07	-2.11	0.63	
HD36702	B.W.Carney+,AJ, 125, 293, 2003	05 31 52.10	-38 33 24.0	4180	0.8	-1.86			
