# Object	Reference	RA	Decl	Teff	logg	Metallicity	metal	[C/Fe]	[Eu/Fe]	[Ba/Fe]	[Fe/H]
G29-25	J.Simmerer+,ApJ, 617, 1091, 2004	23 22 18.16	+12 09 33.6	5225	4.28	-1.09	-1.09	0.13	0.34		-1.09
G3-28	B.E.Reddy+,MNRAS, 367, 1329, 2006	01 56 56.10	+11 39 48.7	5162	4.65	-0.37	-0.37	0.82	0.33	-0.04	-0.42
G39-36	W.Aoki+,Science, 345, 912, 2014	04 48 06.61	+33 09 35.8	4575	5	-2	-2	-0.14		-0.08	-2.09
G39-36	D.Yong+,ApJ, 599, 1357, 2003	04 48 06.61	+33 09 35.8	4200	4	-2.5	-2.5				-2.5
G4-36	I.U.Roederer+,AJ, 147, 136, 2014	02 43 22.05	+13 25 57.0	5810	3.65	-2.22	-2.22	0.26	<0.33	-1.07	-2.17
G4-36	I.I.Ivans+,ApJ, 592, 906, 2003	02 43 22.05	+13 25 57.0	5975	4.05	-1.94	-1.94		<0.38	-0.79	-1.91
G4-36	K.A.Venn+,AJ, 128, 1177, 2004	02 43 22.05	+13 25 57.0							-0.77	-1.93
G4-37	A.M.Boesgaard+,ApJ, 743, 140, 2011			6120	3.82	-2.5	-2.5				-2.5
G4-37	P.E.Nissen+,AAP, 469, 319, 2007	02 44 35.09	+08 28 50.1	6308	4.25	-2.45	-2.45				-2.45
G4-37	G.Israelian+,ApJ, 551, 833, 2001	02 44 35.09	+08 28 50.1	5837	4.23	-2.89	-2.89				-2.89
G4-37	E.Arnone+,AAP, 430, 507, 2005	02 44 35.09	+08 28 50.1	6050	4.1						-2.75
G4-37	I.U.Roederer+,AJ, 147, 136, 2014	02 44 35.09	+08 28 50.1	6110	3.75	-2.67	-2.67	0.49	<0.87	-0.44	-2.73
G4-37	C.Charbonnel+,AAP, 442, 961, 2005	02 44 35.09	+08 28 50.1	5932	4.5	-2.87	-2.87				-2.87
G4-37	E.Caffau+,AAP, 441, 533, 2005	02 44 35.09	+08 28 50.1								
G4-37	D.Fabbian+,AAP, 500, 1143, 2009	02 44 35.09	+08 28 50.1	6308	4.25	-2.45	-2.45	0.33			-2.5
G4-37	A.M.Amarsi+,AAP, 622, L4, 2019	02 44 35.09	+08 28 50.09	6277	4.26	-2.4	-2.4	0.23			-2.4
G40-8	I.U.Roederer+,ApJ, 724, 975, 2010	08 08 54.45	+24 37 26.3								-0.97
G40-8	J.Simmerer+,ApJ, 617, 1091, 2004	08 08 54.45	+24 37 26.3	5200	4.08	-0.97	-0.97	0.08			-0.97
G40-8	T.Gehren+,AAP, 451, 1065, 2006	08 08 54.45	+24 37 26.3								
G41-41	L.Zhang+,ApJ, 706, 1095, 2009	09 29 15.56	+08 38 00.5	6100	3.9	-2.84	-2.84			-0.58	-2.64
G41-41	M.N.Ishigaki+,ApJ, 753, 64, 2012	09 29 15.56	+08 38 00.5	6629	4.66	-2.63	-2.63				-2.63
G41-41	M.N.Ishigaki+,ApJ, 771, 67, 2013	09 29 15.56	+08 38 00.5	6629	4.66	-2.63	-2.63		0.76	-0.06	-2.63
G41-41	M.Ishigaki+,PASJ, 62, 143, 2010	09 29 15.56	+08 38 00.5	6076	3.28	-2.98	-2.98			-0.64	-2.98
G41-41	D.Fabbian+,AAP, 500, 1143, 2009	09 29 15.56	+08 38 00.5	6440	4.06	-2.66	-2.66	0.24			-2.71
G41-41	T.Gehren+,AAP, 451, 1065, 2006	09 29 15.56	+08 38 00.5	6380	4.26	-2.51	-2.51				-2.5
G48-29	L.Zhang+,ApJ, 706, 1095, 2009			6200	3.66	-2.82	-2.82			-0.76	-2.46
G48-29	M.N.Ishigaki+,ApJ, 753, 64, 2012			6881	5	-2.43	-2.43				-2.43
G48-29	P.E.Nissen+,AAP, 469, 319, 2007			6482	4.25	-2.6	-2.6				-2.6
G48-29	M.N.Ishigaki+,ApJ, 771, 67, 2013			6881	5	-2.45	-2.45		1.38	-0.09	-2.45
G48-29	M.Ishigaki+,PASJ, 62, 143, 2010			6118	3.46	-3.03	-3.03			-0.61	-3.03
G48-29	D.Fabbian+,AAP, 500, 1143, 2009			6489	4.25	-2.61	-2.61	0.34			-2.66
G48-29	T.Gehren+,AAP, 451, 1065, 2006			6410	4.27	-2.54	-2.54				-2.53
G48-29	A.M.Amarsi+,AAP, 622, L4, 2019	09 40 43.20	+01 00 29.52	6471	4.21	-2.57	-2.57	0.13			-2.57
G5-1	I.U.Roederer+,ApJ, 724, 975, 2010	02 48 37.43	+22 35 54.4								-1.24
G5-1	J.Simmerer+,ApJ, 617, 1091, 2004	02 48 37.43	+22 35 54.4	5500	4.32	-1.24	-1.24	0.13	0.34		-1.24
G53-41	P.E.Nissen+,AAP, 511, L10, 2010	10 27 24.25	+01 24 00.2	5859	4.27	-1.2	-1.2				-1.2
G53-41	M.N.Ishigaki+,ApJ, 753, 64, 2012	10 27 24.25	+01 24 00.2	6070	4.56	-1.14	-1.14				-1.14
G53-41	P.E.Nissen+,AAP, 469, 319, 2007	10 27 24.25	+01 24 00.2	5993	4.22	-1.29	-1.29				-1.29
G53-41	M.Ishigaki+,PASJ, 62, 143, 2010	10 27 24.25	+01 24 00.2	5737	4.12	-1.44	-1.44			0.18	-1.44
G53-41	J.Melendez+,ApJ, 642, 1082, 2006	10 27 24.25	+01 24 00.2	5970	4.38	-1.1	-1.1				-1.26
G53-41	C.J.Akerman+,AAP, 414, 931, 2004	10 27 24.25	+01 24 00.2	5829	4.15	-1.34	-1.34	-0.02			-1.34
G53-41	L.Zhang+,ApJ, 706, 1095, 2009	10 27 24.25	+01 24 00.2	5840	4.51	-1.22	-1.22			0.05	-1.05
G53-41	M.N.Ishigaki+,ApJ, 771, 67, 2013	10 27 24.25	+01 24 00.2	6070	4.56	-1.14	-1.14		0.49	0.54	-1.14
G53-41	D.Fabbian+,AAP, 500, 1143, 2009	10 27 24.25	+01 24 00.2	5993	4.22	-1.29	-1.29	-0.08			-1.34
G53-41	A.M.Amarsi+,AAP, 622, L4, 2019	10 27 24.25	+01 24 00.18	5937	4.4	-1.15	-1.15	-0.2			-1.15
G53-41	J.Melendez+,AAP, 515, L3, 2010	10 27 24.25	+01 24 00.2	6049	4.31	-1.24	-1.24				-1.24
G53-41	P. E. Nissen+,AAP, 530, A15, 2011	10 27 24.25	+01 24 00.2	5859	4.27	-1.2	-1.2			0.19	-1.2
G53-41	P.E.Nissen+,AAP, 415, 993, 2004	10 27 24.25	+01 24 00.2	5829	4.15	-1.34	-1.34				-1.34
G58-25	I.U.Roederer+,ApJ, 724, 975, 2010										-1.4
G58-25	J.Simmerer+,ApJ, 617, 1091, 2004			6001	4.21	-1.4	-1.4	0.23	0.22		-1.4
G59-1	M.N.Ishigaki+,ApJ, 753, 64, 2012	12 08 54.66	+21 47 19.4	5476	4.56	-0.72	-0.72				-0.72
G59-1	M.N.Ishigaki+,ApJ, 771, 67, 2013	12 08 54.66	+21 47 19.4	5476	4.56	-0.72	-0.72		0.33	0.07	-0.72
G59-1	I.U.Roederer+,ApJ, 724, 975, 2010	12 08 54.66	+21 47 19.4								-0.95
G59-1	J.Simmerer+,ApJ, 617, 1091, 2004	12 08 54.66	+21 47 19.4	5922	3.98	-0.95	-0.95	0.03	0.14		-0.95
G59-27	M.N.Ishigaki+,ApJ, 753, 64, 2012			6297	4.12	-1.99	-1.99				-1.99
G59-27	P.E.Nissen+,AAP, 469, 319, 2007			6272	4.23	-1.93	-1.93				-1.93
G59-27	M.N.Ishigaki+,ApJ, 771, 67, 2013			6297	4.12	-1.99	-1.99		0.07	-0.17	-1.99
G59-27	M.Ishigaki+,PASJ, 62, 143, 2010			5829	3.2	-2.42	-2.42			-0.53	-2.42
G59-27	D.Fabbian+,AAP, 500, 1143, 2009			6272	4.23	-1.93	-1.93	0.36			-1.98
G59-27	A.M.Amarsi+,AAP, 622, L4, 2019	12 36 39.45	+27 28 28.16	6232	4.18	-1.89	-1.89	0.25			-1.89
G64-12	A.Hosford+,AAP, 493, 601, 2009			6333	4.49	-3.32	-3.32				-3.4
G64-12	P.E.Nissen+,AAP, 469, 319, 2007			6435	4.26	-3.24	-3.24				-3.24
G64-12	M.Ishigaki+,PASJ, 62, 143, 2010			6070	3.58	-3.52	-3.52			-0.3	-3.56
G64-12	C.J.Akerman+,AAP, 414, 931, 2004			6511	4.39	-3.17	-3.17	0.42			-3.17
G64-12	T.Matsuno+,AJ, 154, 52, 2017			6285	4.3	-3.38	-3.38	0.92		-0.07	-3.38
G64-12	F.Primas+,AAP, 364, L42, 2000			6400	4.1	-3.3	-3.3				-3.28
G64-12	A.M.Boesgaard+,ApJ, 633, 398, 2005			6074	3.72	-3.47	-3.47				-3.45
G64-12	A.M.Amarsi+,AAP, 622, L4, 2019	13 40 02.49	-00 02 18.74	6427	4.24	-3.23	-3.23	0.44			-3.23
G64-12	J.Melendez+,AAP, 515, L3, 2010			6463	4.17	-3.26	-3.26				-3.26
G64-12	I.U.Roederer+,ApJ, 860, 125, 2018			6492	4.18	-3.3	-3.3				-3.26
G64-12	M.N.Ishigaki+,ApJ, 753, 64, 2012			6550	4.68	-3.21	-3.21				-3.21
G64-12	I.U.Roederer+,AJ, 147, 136, 2014			6030	3.6	-3.39	-3.39	<1.1	<1.64	-0.27	-3.58
G64-12	M.N.Ishigaki+,ApJ, 771, 67, 2013			6550	4.68	-3.24	-3.24			0.06	-3.24
G64-12	C.Charbonnel+,AAP, 442, 961, 2005			6452	3.85	-3.38	-3.38				-3.38
G64-12	D.Fabbian+,AAP, 500, 1143, 2009			6435	4.26	-3.24	-3.24	0.53			-3.29
G64-12	T.Gehren+,AAP, 451, 1065, 2006			6407	4.2	-3.12	-3.12				-3.11
G64-12	W.Aoki+,ApJ, 639, 897, 2006			6390	4.38	-3.2	-3.2	0.5		-0.25	-3.25
G64-12	W.Aoki+,ApJ, 698, 1803, 2009			6270	4.4	-3.37	-3.37				-3.42
G64-12	M.Bergemann+,AAP, 522, A9, 2010			6407	4.2	-3.12	-3.12				-3.12
G64-12	J.A.Rich+,ApJ, 701, 1519, 2009			6074	3.72	-3.45	-3.45				-3.45
G64-12	C.J.Hansen+,AAP, 545, A31, 2012			6459	4.31	-3.1	-3.1			-0.35	-3.1
G64-12	G.Bihain+,AAP, 423, 777, 2004			6318	4.2	-3.05	-3.05				-2.88
G64-12	D.S.Aguado+,AAP, 604, 9, 2017	13 40 02.4921790616	-00 02 18.750321114	6393	4.8	-3.2	-3.2				
G64-12	E.Arnone+,AAP, 430, 507, 2005			6220	3.9						-3.35
G64-12	G.Israelian+,ApJ, 551, 833, 2001			6318	4.2	-3.37	-3.37				-3.37
G64-12	M.Bergemann+,MNRAS, 401, 1334, 2010			6407	4.2	-3.12	-3.12				-3.12
G64-12	T.Matsuno+,PASJ, 69, 24, 2017			6291	4.38	-3.36	-3.36	<0.93		-0.08	-3.36
G64-12	P.E.Nissen+,AAP, 415, 993, 2004			6511	4.39	-3.17	-3.17				-3.17
G64-12	A.M.Boesgaard+,ApJ, 743, 140, 2011			6074	3.72	-3.45	-3.45				-3.45
G64-12	J.Melendez+,ApJ, 642, 1082, 2006			6660	4.24	-3	-3				-3.24
G64-12	R.Smiljanic+,AAP, 646, A70, 2021	13 40 02.50	-00 02 18.84	6490	4.3	-3.26	-3.26				-3.26
G64-12	V.M.Placco+,ApJ, 829, 24, 2016			6463	4.26	-3.29	-3.29	1.07		-0.06	-3.29
G64-12	A.Stephens+,AJ, 123, 1647, 2002			6074	3.72	-3.47	-3.47			-0.26	-3.46
G64-12	G.Israelian+,AAP, 421, 649, 2004			6318	4.2	-3.05	-3.05				-2.88
G64-37	W.Aoki+,ApJ, 698, 1803, 2009	14 02 30.09	-05 39 05.2	6290	4.4	-3.22	-3.22				-3.28
G64-37	A.Hosford+,AAP, 493, 601, 2009	14 02 30.09	-05 39 05.2	6175	4.48	-3.29	-3.29				-3.24
G64-37	P.E.Nissen+,AAP, 469, 319, 2007	14 02 30.09	-05 39 05.2	6432	4.24	-3.08	-3.08				-3.08
G64-37	M.Ishigaki+,PASJ, 62, 143, 2010	14 02 30.09	-05 39 05.2	6105	3.65	-3.36	-3.36			-0.77	-3.4
G64-37	C.J.Hansen+,AAP, 545, A31, 2012	14 02 30.09	-05 39 05.2	6494	3.82	-3.17	-3.17				-3.16
G64-37	J.A.Rich+,ApJ, 701, 1519, 2009	14 02 30.09	-05 39 05.2	6122	3.87	-3.28	-3.28				-3.28
G64-37	C.J.Akerman+,AAP, 414, 931, 2004	14 02 30.09	-05 39 05.2	6318	4.16	-3.12	-3.12	0.41			-3.12
G64-37	G.Israelian+,ApJ, 551, 833, 2001	14 02 30.09	-05 39 05.2	6310	4.2	-3.22	-3.22				-3.22
G64-37	E.Arnone+,AAP, 430, 507, 2005	14 02 30.09	-05 39 05.2	6240	3.9						-3.15
G64-37	A.E.GarciaPerez+,AAP, 504, 213, 2009	14 02 30.09	-05 39 05.2	6318	4.16	-3.12	-3.12				-3.12
G64-37	A.M.Boesgaard+,ApJ, 633, 398, 2005	14 02 30.09	-05 39 05.2	6122	3.87	-3.32	-3.32				-3.3
G64-37	A.M.Amarsi+,AAP, 622, L4, 2019	14 02 30.09	-05 39 05.18	6427	4.24	-3.07	-3.07	0.38			-3.07
G64-37	J.Melendez+,AAP, 515, L3, 2010	14 02 30.09	-05 39 05.2	6583	4.2	-3.17	-3.17				-3.17
G64-37	A.M.Besgaard+,ApJ, 641, 1122, 2006	14 02 30.09	-05 39 05.2	6233	4.41	-3.2	-3.2				-3.19
G64-37	P.E.Nissen+,AAP, 415, 993, 2004	14 02 30.09	-05 39 05.2	6318	4.16	-3.12	-3.12				-3.12
G64-37	A.M.Boesgaard+,ApJ, 743, 140, 2011			6122	3.87	-3.28	-3.28				-3.28
G64-37	M.N.Ishigaki+,ApJ, 753, 64, 2012	14 02 30.09	-05 39 05.2	6621	4.6	-3.06	-3.06				-3.06
G64-37	J.Melendez+,ApJ, 642, 1082, 2006	14 02 30.09	-05 39 05.2	6658	4.27	-2.8	-2.8				-3.06
G64-37	Y.Takeda+,PASJ, 63, S537, 2011	14 02 30.09	-05 39 05.2	6432	4.24	-3.08	-3.08				-3.08
G64-37	R.Smiljanic+,AAP, 646, A70, 2021	14 02 30.09	-05 39 04.89	6630	4.3	-3.11	-3.11				-3.11
G64-37	V.M.Placco+,ApJ, 829, 24, 2016	14 02 30.09	-05 39 05.2	6570	4.4	-3.11	-3.11	1.12		-0.35	-3.11
G64-37	A.Stephens+,AJ, 123, 1647, 2002	14 02 30.09	-05 39 05.2	6122	3.87	-3.32	-3.32			-0.55	-3.29
G64-37	M.N.Ishigaki+,ApJ, 771, 67, 2013	14 02 30.09	-05 39 05.2	6621	4.6	-3.09	-3.09		0.9	-0.39	-3.09
G64-37	C.Charbonnel+,AAP, 442, 961, 2005	14 02 30.09	-05 39 05.2	6396	3.85	-2.96	-2.96				-2.96
G64-37	D.Fabbian+,AAP, 500, 1143, 2009	14 02 30.09	-05 39 05.2	6432	4.24	-3.08	-3.08	0.41			-3.13
G66-30	S.G.Ryan+,ApJ, 549, 55, 2001	14 50 07.80	+00 50 27.2	6269		-1.66	-1.66				-1.66
G66-30	P.E.Nissen+,AAP, 469, 319, 2007	14 50 07.80	+00 50 27.2	6470	4.29	-1.48	-1.48				-1.48
G66-30	J.Melendez+,ApJ, 642, 1082, 2006	14 50 07.80	+00 50 27.2	6316	4.18	-1.3	-1.3				-1.59
G66-30	A.M.Boesgaard+,ApJ, 667, 1196, 2007	14 50 07.80	+00 50 27.2	6336	4.2	-1.57	-1.57				-1.57
G66-30	C.J.Akerman+,AAP, 414, 931, 2004	14 50 07.80	+00 50 27.2	6346	4.24	-1.52	-1.52	0.02			-1.52
G66-30	C.Charbonnel+,AAP, 442, 961, 2005	14 50 07.80	+00 50 27.2	6388	4.5	-1.66	-1.66				-1.66
G66-30	D.Fabbian+,AAP, 500, 1143, 2009	14 50 07.80	+00 50 27.2	6470	4.29	-1.48	-1.48	0.01			-1.53
G66-30	A.M.Amarsi+,AAP, 622, L4, 2019	14 50 07.80	+00 50 27.17	6596	4.7	-1.24	-1.24	-0.23			-1.24
G66-30	P.E.Nissen+,AAP, 415, 993, 2004	14 50 07.80	+00 50 27.2	6346	4.24	-1.52	-1.52				-1.52
G71-55	I.U.Roederer+,AJ, 147, 136, 2014	02 03 50.98	-00 32 21.0	5550	3.55	-1.82	-1.82	-0.18	0.52	0.21	-2.06
G71-55	C.M.Sakari+,ApJ, 868, 110, 2018	02 03 50.99	-00 32 20.8								
G74-5	A.M.Boesgaard+,ApJ, 743, 140, 2011			6025	4.77	-0.84	-0.84				-0.84
G74-5	I.U.Roederer+,ApJ, 724, 975, 2010										-1.05
G74-5	J.Simmerer+,ApJ, 617, 1091, 2004			5668	4.24	-1.05	-1.05	0.23	0.3		-1.05
G75-31	S.G.Ryan+,ApJ, 549, 55, 2001	02 38 21.50	+02 26 44.4	5981		-1.15	-1.15				-1.15
G75-31	P.E.Nissen+,AAP, 511, L10, 2010	02 38 21.50	+02 26 44.4	6010	4.02	-1.03	-1.03				-1.03
G75-31	B.E.Reddy+,MNRAS, 367, 1329, 2006	02 38 21.50	+02 26 44.4	6069	4.58	-0.95	-0.95	0.37		-0.05	-1
G75-31	P.E.Nissen+,AAP, 390, 235, 2002	02 38 21.50	+02 26 44.4	5952	4.07	-1.04	-1.04				-1.01
G75-31	E.Caffau+,AAP, 441, 533, 2005	02 38 21.50	+02 26 44.4	5884	4.24	-1.25	-1.25				-1.25
G75-31	M.Asplund+,ApJ, 644, 229, 2006	02 38 21.50	+02 26 44.4	6000	4.08	-1.02	-1.02				-1.02
G75-31	H.L.Yan+,AAP, 585, 102, 2016	02 38 21.50	+02 26 44.4	6010	4.02	-1.03	-1.03				-1.03
G75-31	J.Melendez+,AAP, 515, L3, 2010	02 38 21.50	+02 26 44.4	6157	4.19	-1.01	-1.01				-1.01
G75-31	P. E. Nissen+,AAP, 530, A15, 2011	02 38 21.50	+02 26 44.4	6010	4.02	-1.03	-1.03			-0.21	-1.03
G75-56	A.M.Boesgaard+,ApJ, 743, 140, 2011			5890	3.83	-2.38	-2.38				-2.38
G75-56	I.U.Roederer+,AJ, 147, 136, 2014	03 00 23.03	-05 57 49.5	6190	3.85	-2.3	-2.3	0.32	<0.9	-0.36	-2.35
G75-56	E.Caffau+,AAP, 441, 533, 2005	03 00 23.03	-05 57 49.5								
G75-56	J.A.Rich+,ApJ, 701, 1519, 2009	03 00 23.03	-05 57 49.5	5890	3.83	-2.38	-2.38				-2.38
G77-61	B.Plez+,AAP, 434, 1117, 2005	03 32 38.08	+01 58 00.0	4000	5.05	-4.03	-4.03	2.66	<3.04	<1	-4.08
G77-61	T.C.Beers+,AJ, 133, 1193, 2007	03 32 38.08	+01 58 00.0	4000	5.1	-4	-4	3.21		<0.54	-4.05
G84-29	I.I.Ivans+,ApJ, 592, 906, 2003			6330	3.55	-2.75	-2.75		<2.6	<0.09	-2.74
G84-29	J.R.Shi+,AAP, 465, 587, 2007			6240	4.14	-2.45	-2.45				-2.44
G84-29	D.Fabbian+,AAP, 500, 1143, 2009			6302	4.05	-2.62	-2.62	0.3			-2.67
G84-29	T.Gehren+,AAP, 451, 1065, 2006			6240	4.14	-2.45	-2.45				-2.44
G88-23	I.U.Roederer+,AJ, 147, 136, 2014	07 23 17.57	+19 00 56.8	5640	3.95	-1.94	-1.94	-0.06	0.59	-0.13	-1.94
G9-27	I.U.Roederer+,AJ, 147, 136, 2014	08 51 39.71	+18 53 20.0	5360	4.15	-1.81	-1.81	-0.45	0.26	-0.27	-1.79
G9-31	B.E.Reddy+,MNRAS, 367, 1329, 2006	08 52 44.51	+22 33 30.2	5506	4.67	-0.84	-0.84	0.65	0.5	-0.04	-0.89
G9-36	I.U.Roederer+,ApJ, 724, 975, 2010	08 57 59.26	+24 28 22.5								-1.17
G9-36	J.Simmerer+,ApJ, 617, 1091, 2004	08 57 59.26	+24 28 22.5	5625	4.57	-1.17	-1.17	-0.07	0.49		-1.17
G9-36	A.M.Boesgaard+,ApJ, 633, 398, 2005	08 57 59.26	+24 28 22.5	5788	4.35	-1.04	-1.04				-1.02
G9-36	A.Stephens+,AJ, 123, 1647, 2002	08 57 59.26	+24 28 22.5	5788	4.35	-1.04	-1.04			0.11	-1.11
G90-25	I.U.Roederer+,AJ, 147, 136, 2014			5150	4.05	-2.04	-2.04	0.03	0.07	-0.11	-2.03
G90-25	I.U.Roederer+,ApJ, 724, 975, 2010										-1.78
G90-25	J.Simmerer+,ApJ, 617, 1091, 2004			5303	4.46	-1.78	-1.78	0.13	0.29		-1.78
G90-3	A.M.Boesgaard+,ApJ, 743, 140, 2011			5710	3.19	-2.28	-2.28				-2.28
G90-3	I.U.Roederer+,AJ, 147, 136, 2014	07 29 50.84	+32 51 58.3	5680	3.6	-2.24	-2.24	-0.09	0.11	-0.05	-2.4
G90-3	C.Charbonnel+,AAP, 442, 961, 2005	07 29 50.84	+32 51 58.3	5985	3.5	-2.1	-2.1				-2.1
G95-57A	I.U.Roederer+,ApJ, 724, 975, 2010										-1.22
G95-57A	J.Simmerer+,ApJ, 617, 1091, 2004			4965	4.4	-1.22	-1.22	0.13	0.47		-1.22
G95-57B	I.U.Roederer+,ApJ, 724, 975, 2010	03 47 02.12	+41 25 38.1								-1.06
G95-57B	J.Simmerer+,ApJ, 617, 1091, 2004	03 47 02.12	+41 25 38.1	4800	4.57	-1.06	-1.06	0.08			-1.06
GY29057	D.S.Aguado+,ApJ, 908, L8, 2021	05 28 51.37	-29 53 52.01	5655	4.43	-2.05	-2.05	0.12	0.73	0.05	-2.05
GY31607	D.S.Aguado+,ApJ, 908, L8, 2021	06 58 29.31	+11 51 38.56	4872	2.08	-1.95	-1.95	-0.29	0.71	-0.05	-1.95
GY37461	D.S.Aguado+,ApJ, 908, L8, 2021	13 27 30.66	+17 11 28.75	4516	1.56	-1.42	-1.42	-0.12	0.58	-0.29	-1.42
GY48216	D.S.Aguado+,ApJ, 908, L8, 2021	05 31 48.36	-36 59 52.30	4840	1.55	-1.82	-1.82	-0.53	0.58	-0.16	-1.82
GY53315	D.S.Aguado+,ApJ, 908, L8, 2021	08 51 16.90	-44 14 49.06	5136	3.95	-2.14	-2.14	0.36	0.73	-0.06	-2.14
GY53826	D.S.Aguado+,ApJ, 908, L8, 2021	11 34 17.91	-41 20 57.41	4606	1.36	-1.72	-1.72	-0.38	0.56	-0.18	-1.72
GY57179	D.S.Aguado+,ApJ, 908, L8, 2021	07 59 46.82	-17 23 08.12	4503	1.27	-1.57	-1.57	-0.34	0.56	-0.19	-1.57
GY61830	D.S.Aguado+,ApJ, 908, L8, 2021	13 18 42.67	-28 50 31.27	4971	1.69	-1.61	-1.61	-0.45	0.64	-0.14	-1.61
GY65261	D.S.Aguado+,ApJ, 908, L8, 2021	23 21 43.92	-49 29 19.57	5283	3.31	-1.73	-1.73	0.11	0.73	-0.06	-1.73
HD101063	I.U.Roederer+,ApJ, 724, 975, 2010	11 37 40.40	-28 51 04.9								-1.33
HD101063	J.Simmerer+,ApJ, 617, 1091, 2004	11 37 40.40	-28 51 04.9	5150	3.25	-1.33	-1.33	0.03	0.81		-1.33
HD101501	Y.Takeda+,PASJ, 57, 65, 2005	11 41 03.02	+34 12 05.9	5534	4.53	-0.03	-0.03	-0.18			-0.03
HD101501	Y.Takeda+,PASJ, 57, 45, 2005	11 41 03.02	+34 12 05.9	5534	4.53	-0.03	-0.03				0.08
HD101501	Y.Takeda+,PASJ, 59, 335, 2007	11 41 03.02	+34 12 05.9	5534	4.53	-0.03	-0.03				-0.03
HD102200	M.Bergemann+,AAP, 492, 823, 2008	11 45 34.20	-46 03 46.0	6120	4.17	-1.28	-1.28				-1.28
HD102200	K.Jonsell+,AAP, 440, 321, 2005	11 45 34.20	-46 03 46.0	6037	4.13	-1.23	-1.23			-0.19	-1.4
HD102200	M.Bergemann+,MNRAS, 401, 1334, 2010	11 45 34.20	-46 03 46.0	6120	4.17	-1.28	-1.28				-1.28
HD102200	R.G.Gratton+,AAP, 354, 169, 2000	11 45 34.20	-46 03 46.0	6164	4.2	-1.21	-1.21	0.05			-1.26
HD102200	M.Bergemann+,AAP, 522, A9, 2010	11 45 34.20	-46 03 46.0	6120	4.17	-1.28	-1.28				-1.28
HD102200	M.Asplund+,ApJ, 644, 229, 2006	11 45 34.20	-46 03 46.0	6062	4.15	-1.25	-1.25				-1.25
HD102200	J.Melendez+,AAP, 515, L3, 2010	11 45 34.20	-46 03 46.0	6155	4.2	-1.24	-1.24				-1.24
HD102634	Y.Takeda+,PASJ, 57, 65, 2005	11 49 01.28	-00 19 07.2	6296	4.19	0.2	0.2	0.24			0.2
HD102634	Y.Takeda+,PASJ, 57, 45, 2005	11 49 01.28	-00 19 07.2	6297	4.19	0.2	0.2				0.05
HD102634	Y.Takeda+,PASJ, 59, 335, 2007	11 49 01.28	-00 19 07.2	6297	4.19	0.2	0.2				0.2
HD102870	M.Takada-Hidai+,ApJ, 573, 614, 2002	11 50 41.70	+01 45 53.0	6010	3.94	-0.15	-0.15				0.15
HD102870	Y.Takeda+,PASJ, 57, 65, 2005	11 50 41.70	+01 45 53.0	6128	4.09	0.13	0.13	0.15			0.13
HD102870	T.Mishenina+,MNRAS, 484, 3846, 2019			6055	4	0.13	0.13		-0.1		0.13
HD102870	Y.Takeda+,PASJ, 57, 45, 2005	11 50 41.70	+01 45 53.0	6128	4.09	0.13	0.13				0.17
HD102870	T.V.Mishenina+,AAP, 552, A128, 2013	11 50 41.70	+01 45 53.0	6055	4	0.13	0.13		-0.1		0.13
HD102870	Y.Takeda+,PASJ, 59, 335, 2007	11 50 41.70	+01 45 53.0	6128	4.09	0.13	0.13				0.13
HD103036	D.Yong+,ApJ, 599, 1357, 2003	11 51 50.10	-05 45 44.0	4200	0.1	-1.8	-1.8				-1.8
HD103036	J.P.Fulbright+,AJ, 120, 1841, 2000	11 51 50.10	-05 45 44.0	4375	0.8	-1.6	-1.6			0.28	-1.76
HD103036	J.P.Fulbright+,ApJ, 595, 1154, 2003	11 51 50.10	-05 45 44.0	4150	0.84	-1.8	-1.8				-1.99
HD103036	I.U.Roederer+,ApJ, 724, 975, 2010	11 51 50.10	-05 45 44.0								-2.04
HD103036	Y.Saito+,PASJ, 61, 549, 2009	11 51 50.10	-05 45 44.0	4159	-0.17	-1.2	-1.2				-1.83
HD103036	J.Simmerer+,ApJ, 617, 1091, 2004	11 51 50.10	-05 45 44.0	4200	1.14	-2.04	-2.04	-0.17	0.43		-2.04
HD10307	M.Takada-Hidai+,ApJ, 573, 614, 2002	01 41 47.10	+42 36 48.0	5780	4.23	0	0				-0.02
HD10307	Y.Takeda+,PASJ, 57, 65, 2005	01 41 47.10	+42 36 48.0	5891	4.36	0.06	0.06	0.11			0.06
HD10307	T.Mishenina+,MNRAS, 484, 3846, 2019			5881	4.3	0.02	0.02		0.11		0.02
HD10307	Y.Takeda+,PASJ, 57, 45, 2005	01 41 47.10	+42 36 48.0	5891	4.36	0.06	0.06				0.18
HD10307	T.V.Mishenina+,AAP, 552, A128, 2013	01 41 47.10	+42 36 48.0	5881	4.3	0.02	0.02		0.11		0.02
HD10307	Y.Q.Chen+,, 141, 491, 2000	01 41 47.10	+42 36 48.0	5776	4.13	-0.05	-0.05			-0.12	-0.05
HD10307	Y.Takeda+,PASJ, 59, 335, 2007	01 41 47.10	+42 36 48.0	5891	4.36	0.06	0.06				0.06
HD103095	G.Israelian+,ApJ, 507, 805, 1998			5030	4.55	-1.3	-1.3				-1.13
HD103095	R.G.Gratton+,AAP, 354, 169, 2000	11 52 58.77	+37 43 07.2	5152	4.77	-1.18	-1.18	-0.04			-1.22
