# object_id,reference,teff,logg,[Fe/H],[C/Fe]_1D,[C/Fe]_3D 
J1135+3100,H.Li+_ApJ_931_147_2022,6368,4.19,-2.84,1.15,0.80
J1137+4413,H.Li+_ApJ_931_147_2022,6321,4.08,-2.13,0.31,0.05
J1142+3311,H.Li+_ApJ_931_147_2022,6166,3.91,-2.12,0.48,0.22
J1144+4032,H.Li+_ApJ_931_147_2022,5501,4.37,-2.69,-0.30,-0.63
J1144+4425,H.Li+_ApJ_931_147_2022,5861,4.64,-2.44,0.60,0.30
J1147+4458,H.Li+_ApJ_931_147_2022,5892,4.59,-2.40,0.27,-0.02
J1151+1228,H.Li+_ApJ_931_147_2022,5254,3.12,-3.50,0.57,0.03
J1151-0054,H.Li+_ApJ_931_147_2022,6010,3.61,-3.09,1.12,0.71
J1152+1202,H.Li+_ApJ_931_147_2022,5536,4.69,-2.00,0.04,-0.21
J1158+0531,H.Li+_ApJ_931_147_2022,5634,3.61,-2.29,0.27,-0.01
J1205+1309,H.Li+_ApJ_931_147_2022,5683,3.68,-1.67,-0.01,-0.19
J1207+1524,H.Li+_ApJ_931_147_2022,6321,4.18,-3.11,1.50,1.11
J1210+0023,H.Li+_ApJ_931_147_2022,6034,4.42,-2.15,0.21,-0.05
J1214+0453,H.Li+_ApJ_931_147_2022,6365,4.17,-3.01,1.40,1.03
J1214-0036,H.Li+_ApJ_931_147_2022,5339,2.84,-2.91,0.46,0.09
J1216-0244,H.Li+_ApJ_931_147_2022,6109,4.41,-2.02,0.33,0.08
J1220+1637,H.Li+_ApJ_931_147_2022,6376,3.79,-2.70,1.50,1.17
J1228+2519,H.Li+_ApJ_931_147_2022,6283,4.25,-1.84,0.30,0.07
J1231+1232,H.Li+_ApJ_931_147_2022,6303,3.87,-2.44,0.82,0.52
J1231+5243,H.Li+_ApJ_931_147_2022,5824,3.66,-1.99,0.36,0.13
J1234+1420,H.Li+_ApJ_931_147_2022,6158,4.21,-2.14,0.66,0.40
J1234+4201,H.Li+_ApJ_931_147_2022,6185,4.03,-2.03,0.29,0.04
J1235+0956,H.Li+_ApJ_931_147_2022,6217,4.26,-2.27,0.90,0.62
J1240+5216,H.Li+_ApJ_931_147_2022,5204,2.73,-2.75,0.28,-0.07
J1245-0419,C.R.Kennedy+_ApJ_787_6_2014,5996,2.76,-1.87,0.34,0.13
J1250-0307,H.Li+_ApJ_931_147_2022,5344,3.11,-2.07,-0.06,-0.30
J1253+0753tn,H.Li+_ApJ_931_147_2022,6227,3.71,-3.83,1.50,0.94
J1258+1755,H.Li+_ApJ_931_147_2022,5483,3.57,-2.69,0.15,-0.19
J1300+2632,H.Li+_ApJ_931_147_2022,6351,4.25,-1.28,0.91,0.75
J1305+1200,H.Li+_ApJ_931_147_2022,5123,2.76,-2.32,0.31,0.03
J1305+2137,H.Li+_ApJ_931_147_2022,5152,3.01,-2.38,-0.01,-0.30
J1305+2815,H.Li+_ApJ_931_147_2022,6218,3.87,-2.87,0.84,0.49
J1313-0552tn,H.Li+_ApJ_931_147_2022,4712,2.83,-4.36,1.50,0.81
J1314+3741,H.Li+_ApJ_931_147_2022,5720,3.77,-2.67,0.04,-0.29
J1314+5232,H.Li+_ApJ_931_147_2022,6130,3.83,-2.17,0.44,0.17
J1317+5245,H.Li+_ApJ_931_147_2022,6000,3.94,-1.79,0.15,-0.07
J1320+1609,H.Li+_ApJ_931_147_2022,6216,4.14,-2.51,1.00,0.69
J1321+3205,H.Li+_ApJ_931_147_2022,5476,3.33,-2.98,0.65,0.27
J1324+0211,H.Li+_ApJ_931_147_2022,6030,3.89,-2.23,0.50,0.23
J1324+0339,H.Li+_ApJ_931_147_2022,6221,4.43,-1.88,0.01,-0.22
J1327+0710,H.Li+_ApJ_931_147_2022,6101,4.33,-3.26,1.65,1.22
J1340+1606,H.Li+_ApJ_931_147_2022,6400,3.85,-3.14,2.14,1.74
J1341+5135,H.Li+_ApJ_931_147_2022,6560,4.32,-2.97,2.00,1.64
J1343+0545,H.Li+_ApJ_931_147_2022,5052,2.84,-2.88,0.08,-0.29
J1345+0024,H.Li+_ApJ_931_147_2022,5972,4.47,-3.20,1.40,0.99
J1346+1024,H.Li+_ApJ_931_147_2022,6199,4.27,-2.22,0.30,0.03
J1349+1551,H.Li+_ApJ_931_147_2022,6046,4.39,-3.13,1.40,1.00
J1349+2800,H.Li+_ApJ_931_147_2022,5255,3.07,-3.38,0.29,-0.21
J1350+0819,H.Li+_ApJ_931_147_2022,6247,4.02,-2.41,0.50,0.20
J1353+2021,H.Li+_ApJ_931_147_2022,6081,4.25,-2.79,0.62,0.28
J1359+2112,H.Li+_ApJ_931_147_2022,6177,4.05,-2.34,1.03,0.74
J1401+2659,H.Li+_ApJ_931_147_2022,6125,3.87,-3.05,1.10,0.72
J1404+3222,H.Li+_ApJ_931_147_2022,6056,4.00,-2.13,0.34,0.08
J1404+4111,H.Li+_ApJ_931_147_2022,6195,4.06,-1.92,0.33,0.09
J1406+3219,H.Li+_ApJ_931_147_2022,6123,3.87,-2.13,0.31,0.05
J1410-0555,H.Li+_ApJ_931_147_2022,6308,4.24,-3.13,1.67,1.27
J1414+1721,H.Li+_ApJ_931_147_2022,5075,2.73,-2.45,-0.02,-0.32
J1415-0435,H.Li+_ApJ_931_147_2022,6266,4.41,-2.84,0.96,0.61
J1420+2305,H.Li+_ApJ_931_147_2022,6449,4.10,-2.40,1.50,1.21
J1421+2401,H.Li+_ApJ_931_147_2022,6590,4.25,-2.68,1.50,1.17
J1424+3343,H.Li+_ApJ_931_147_2022,6057,4.39,-1.88,0.25,0.02
J1427+4618,H.Li+_ApJ_931_147_2022,5680,4.62,-2.23,0.17,-0.10
J1428+3430,H.Li+_ApJ_931_147_2022,6303,3.96,-2.41,0.91,0.61
J1434+3540,H.Li+_ApJ_931_147_2022,5927,4.38,-1.91,0.72,0.48
J1435+1213,H.Li+_ApJ_931_147_2022,5752,4.55,-2.61,0.34,0.02
J1437+0741,H.Li+_ApJ_931_147_2022,5241,3.01,-2.14,0.22,-0.03
J1442-0014,H.Li+_ApJ_931_147_2022,5313,2.85,-2.36,0.43,0.14
J1446+3712,H.Li+_ApJ_931_147_2022,6242,4.53,-3.02,1.40,1.03
J1449+3104,H.Li+_ApJ_931_147_2022,6204,4.06,-1.73,0.16,-0.05
J1455+4123,H.Li+_ApJ_931_147_2022,6208,4.07,-2.32,0.62,0.34
J1457+0556,H.Li+_ApJ_931_147_2022,5705,3.77,-1.87,-0.09,-0.32
J1458+1128,H.Li+_ApJ_931_147_2022,5004,3.15,-3.59,0.57,0.00
J1459+0218,H.Li+_ApJ_931_147_2022,5434,3.97,-1.76,0.02,-0.20
J1503-0007,H.Li+_ApJ_931_147_2022,5694,4.53,-3.71,1.60,1.07
J1524+5348,H.Li+_ApJ_931_147_2022,5749,3.73,-2.03,0.25,-0.00
J15271353-2336177,T.T.Hansen+_ApJ_858_92_2018,5882,4.01,-2.15,0.33,0.07
J1541+3009,H.Li+_ApJ_931_147_2022,6104,4.23,-1.83,0.10,-0.13
J1544+0901,H.Li+_ApJ_931_147_2022,6583,3.93,-2.80,1.80,1.46
J1548+2113,H.Li+_ApJ_931_147_2022,5144,2.83,-2.33,-0.12,-0.40
J1551+2040,H.Li+_ApJ_931_147_2022,5077,2.73,-2.48,0.75,0.45
J1558+4149,H.Li+_ApJ_931_147_2022,6291,4.08,-2.03,0.61,0.36
J16024498-1521016,T.T.Hansen+_ApJ_858_92_2018,5240,3.16,-1.80,-0.05,-0.25
J1612-0207,H.Li+_ApJ_931_147_2022,5056,2.80,-2.14,-0.28,-0.53
J1625+4836,H.Li+_ApJ_931_147_2022,5377,3.28,-2.49,0.22,-0.09
J1628+5150,H.Li+_ApJ_931_147_2022,6467,3.89,-2.95,1.40,1.04
J1632+1022,H.Li+_ApJ_931_147_2022,5230,3.13,-2.61,0.16,-0.16
J1656+4714,H.Li+_ApJ_931_147_2022,6152,4.49,-2.71,1.00,0.67
J1658+4329,H.Li+_ApJ_931_147_2022,6454,3.98,-2.98,1.30,0.94
J1702+1732,H.Li+_ApJ_931_147_2022,5408,3.04,-2.29,0.44,0.16
J1705+0855,H.Li+_ApJ_931_147_2022,6306,4.32,-2.95,1.30,0.94
J1705+3333,H.Li+_ApJ_931_147_2022,6370,4.08,-2.32,0.58,0.30
J1741+3231,H.Li+_ApJ_931_147_2022,6462,4.10,-3.14,1.50,1.10
J1829+4852,H.Li+_ApJ_931_147_2022,6213,4.16,-2.08,0.16,-0.10
J1848+4401,H.Li+_ApJ_931_147_2022,5270,3.14,-2.54,0.12,-0.19
J1855+5903,H.Li+_ApJ_931_147_2022,6047,4.09,-2.01,0.30,0.05
J1940+5443,H.Li+_ApJ_931_147_2022,6035,3.91,-1.83,0.16,-0.07
J1954+5853,H.Li+_ApJ_931_147_2022,5861,3.84,-2.05,0.02,-0.23
J1958+5533,H.Li+_ApJ_931_147_2022,6133,3.90,-2.44,0.53,0.23
J20514971-6158008,T.T.Hansen+_ApJ_858_92_2018,5285,3.13,-1.87,0.10,-0.11
J2056+1438,H.Li+_ApJ_931_147_2022,6042,4.34,-2.47,0.48,0.18
J21063474-4957500,T.T.Hansen+_ApJ_858_92_2018,5238,2.82,-2.91,0.52,0.15
J21064294-6828266,T.T.Hansen+_ApJ_858_92_2018,5186,2.70,-2.76,0.53,0.18
J2141+3019,H.Li+_ApJ_931_147_2022,5956,4.44,-2.14,0.21,-0.05
J2147+4146,H.Li+_ApJ_931_147_2022,6290,4.46,-1.95,0.12,-0.12
J2211+0454,H.Li+_ApJ_931_147_2022,5271,2.79,-0.63,0.62,0.60
J2226+3653,H.Li+_ApJ_931_147_2022,6008,4.46,-2.19,0.42,0.15
J2248+1455,H.Li+_ApJ_931_147_2022,5510,4.76,-2.38,0.31,0.02
J2257+3859,H.Li+_ApJ_931_147_2022,5309,3.42,-2.65,1.26,0.93
J2323+2236,H.Li+_ApJ_931_147_2022,6137,4.32,-2.34,0.54,0.25
J2325+0346,H.Li+_ApJ_931_147_2022,6200,4.01,-2.18,0.43,0.16
J2344+0204,H.Li+_ApJ_931_147_2022,6222,4.48,-2.76,1.00,0.66
J2350+0236,H.Li+_ApJ_931_147_2022,6366,4.20,-2.97,1.04,0.68
KIC5858947,T.Matsuno+_ApJ_912_72_2021,5105,3.15,-0.87,-0.04,-0.10
KIC5953450,T.Matsuno+_ApJ_912_72_2021,5127,3.07,-0.72,-0.25,-0.28
KIC7948268,T.Matsuno+_ApJ_912_72_2021,5154,3.00,-1.34,-0.01,-0.14
LAMOSTJ0257-0022,H.Li+_ApJ_798_110_2015,6330,4.20,-2.24,0.76,0.48
LAMOSTJ062647.91+603254.0,H.Li+_ApJ_852_L31_2018,5885,3.45,-2.29,0.36,0.08
LAMOSTJ074102.07+213246.6,H.Li+_ApJ_852_L31_2018,6142,3.65,-2.33,0.65,0.36
LAMOSTJ075816.39+470343.3,H.Li+_ApJ_852_L31_2018,6151,3.65,-1.84,0.36,0.13
LAMOSTJ085208.07+262730.1,H.Li+_ApJ_852_L31_2018,5872,3.55,-2.13,0.20,-0.05
LAMOSTJ112456.61+453531.3,Q.Xing+_NatAs_3_631_2019,5180,2.70,-1.27,-0.42,-0.54
LAMOSTJ125346.09+075343.1,H.Li+_PASJ_67_84_2015,6030,3.65,-4.02,1.59,1.00
LAMOSTJ130534.80+281510.5,T.Matsuno+_PASJ_69_24_2017,6102,3.75,-2.93,1.30,0.94
LAMOSTJ131457.78+374110.7,H.Li+_ApJ_852_L31_2018,5809,3.15,-2.70,0.55,0.21
LAMOSTJ141002.83-055551.8,T.Matsuno+_PASJ_69_24_2017,6169,4.21,-3.19,1.53,1.12
LAMOSTJ1626+1721,H.Li+_ApJ_798_110_2015,5930,3.60,-3.20,1.07,0.62
LAMOSTJ1709+1616,H.Li+_ApJ_798_110_2015,5780,3.50,-3.71,1.58,0.98
LAMOSTJ214610.13+273200.8,H.Li+_ApJ_852_L31_2018,5243,2.75,-1.73,-0.20,-0.39
LOLeo,C.R.Kennedy+_ApJ_787_6_2014,6394,2.85,-1.82,0.73,0.53
LP625-44,J.E.Norris+_ApJ_488_350_1997,5500,2.80,-2.51,1.91,1.60
LP625-44,W.Aoki+_ApJ_561_346_2001,5500,2.80,-2.72,2.29,1.95
LP635-14,D.Fabbian+_AAP_500_1143_2009,6367,4.11,-2.44,0.40,0.10
LP635-14,A.M.Amarsi+_AAP_622_L4_2019,6352,4.13,-2.34,0.30,0.01
LP651-4,D.Fabbian+_AAP_500_1143_2009,6371,4.20,-2.68,0.33,0.00
LP651-4,A.M.Amarsi+_AAP_622_L4_2019,6353,4.22,-2.57,0.23,-0.08
LP706-7,J.E.Norris+_ApJ_488_350_1997,6000,3.80,-2.57,2.11,1.80
LP706-7,W.Aoki+_ApJ_561_346_2001,6000,3.80,-2.75,2.28,1.94
LP706-7,W.Aoki+_ApJ_678_1351_2008,6200,4.30,-2.58,2.15,1.83
LP815-43,C.J.Akerman+_AAP_414_931_2004,6533,4.25,-2.67,0.38,0.05
LP815-43,A.M.Amarsi+_AAP_622_L4_2019,6461,4.11,-2.70,0.35,0.02
LP815-43,D.Fabbian+_AAP_500_1143_2009,6483,4.21,-2.76,0.49,0.15
LP831-70,D.Fabbian+_AAP_500_1143_2009,6232,4.36,-2.98,0.32,-0.04
Pristine_221.8781+9.7844,E.Starkenburg+_MNRAS_481_3838_2018,5792,3.50,-4.64,1.81,1.11
RAVEJ040618.2-030525,K.C.Rasmussen+_ApJ_905_20_2020,5260,2.75,-1.34,0.66,0.53
RAVEJ045322.6-221040,K.C.Rasmussen+_ApJ_905_20_2020,6115,3.90,-2.54,0.12,-0.19
RAVEJ061950.0-531212,K.C.Rasmussen+_ApJ_905_20_2020,5170,2.80,-2.15,0.45,0.20
RAVEJ111711.0-310951,K.C.Rasmussen+_ApJ_905_20_2020,6070,3.55,-1.90,0.82,0.61
RAVEJ113508.3-111328,K.C.Rasmussen+_ApJ_905_20_2020,6115,4.25,-1.21,0.13,-0.02
RAVEJ115941.7-382043,K.C.Rasmussen+_ApJ_905_20_2020,5287,3.35,-0.94,0.30,0.23
RAVEJ124154.7-085701,K.C.Rasmussen+_ApJ_905_20_2020,6061,3.65,-2.38,0.95,0.66
RAVEJ160245.0-152102,K.C.Rasmussen+_ApJ_905_20_2020,5215,3.00,-1.90,0.26,0.05
RAVEJ204954.4-480045,K.C.Rasmussen+_ApJ_905_20_2020,5206,2.70,-1.79,0.36,0.16
RAVEJ205149.7-615801,K.C.Rasmussen+_ApJ_905_20_2020,5310,3.15,-1.92,0.34,0.12
SDSS0036-10,W.Aoki+_ApJ_678_1351_2008,6500,4.50,-2.46,2.33,2.03
SDSS0126+06,W.Aoki+_ApJ_678_1351_2008,6600,4.10,-3.16,2.93,2.53
SDSS0817+26,W.Aoki+_ApJ_678_1351_2008,6300,4.00,-3.21,2.38,1.97
SDSS0924+40,W.Aoki+_ApJ_678_1351_2008,6200,4.00,-2.56,2.73,2.42
SDSS1707+58,W.Aoki+_ApJ_678_1351_2008,6700,4.20,-2.57,2.14,1.83
SDSS2047+00,W.Aoki+_ApJ_678_1351_2008,6600,4.50,-2.10,2.01,1.75
SDSSJ0002+2928,W.Aoki+_AJ_145_13_2013,6150,4.00,-3.26,2.63,2.20
SDSSJ0018-0939,W.Aoki+_AJ_145_13_2013,4600,5.00,-2.65,-0.88,-1.20
SDSSJ001820.5-093939.2,W.Aoki+_Science_345_912_2014,4600,5.00,-2.46,-0.87,-1.17
SDSSJ002314.00+030758.0,P.Francois+_AAP_619_A10_2018,6160,4.50,-4.00,1.97,1.38
SDSSJ012032.63-100106.5,T.Matsuno+_AJ_154_52_2017,5627,3.40,-3.84,1.88,1.24
SDSSJ012512+070319,D.S.Aguado+_AAP_604_9_2017,6312,5.00,-3.30,1.32,0.89
SDSSJ0126+0607,W.Aoki+_AJ_145_13_2013,6900,4.00,-3.01,3.08,2.71
SDSSJ0140+2344,A.Arentsen+_AAP_621_A108_2019,5703,4.70,-4.00,1.13,0.54
SDSSJ014036+234458,D.S.Aguado+_AAP_593_10_2016,6090,4.70,-3.70,1.12,0.59
SDSSJ014036.22+234458.0,P.Bonifacio+_AAP_612_A65_2018,5848,4.00,-4.00,1.90,1.31
SDSSJ015131+163944,D.S.Aguado+_AAP_604_9_2017,6036,5.00,-3.80,1.22,0.67
SDSSJ0212+0137,P.Bonifacio+_AAP_579_A28_2015,6333,4.00,-3.57,2.28,1.78
SDSSJ021958-084955,D.S.Aguado+_AAP_593_10_2016,5700,4.00,-3.50,0.82,0.34
SDSSJ0259+0057,W.Aoki+_AJ_145_13_2013,4550,5.00,-3.31,-0.02,-0.46
SDSSJ0308+0505,W.Aoki+_AJ_145_13_2013,5950,4.00,-2.19,2.36,2.09
SDSSJ0351+1026,W.Aoki+_AJ_145_13_2013,5450,3.60,-3.18,1.55,1.11
SDSSJ040114-051259,D.S.Aguado+_AAP_593_10_2016,5850,5.00,-3.65,-0.78,-1.29
SDSSJ041800+062308,D.S.Aguado+_AAP_604_9_2017,6247,5.00,-3.40,0.82,0.36
SDSSJ044655+113741,D.S.Aguado+_AAP_593_10_2016,5970,2.90,-3.25,0.68,0.22
SDSSJ0629+8303,W.Aoki+_AJ_145_13_2013,5550,4.00,-2.82,2.09,1.75
SDSSJ0711+6702,W.Aoki+_AJ_145_13_2013,5350,3.00,-2.91,1.98,1.61
SDSSJ075818+653906,D.S.Aguado+_AAP_593_10_2016,6080,3.90,-3.05,0.72,0.34
SDSSJ0912+0216,W.Aoki+_AJ_145_13_2013,6150,4.00,-2.68,2.05,1.72
SDSSJ0912+0216,N.T.Behara+_AAP_513_A72_2010,6500,4.50,-2.48,2.22,1.92
SDSSJ0929+0238,P.Bonifacio+_AAP_579_A28_2015,5894,3.70,-3.79,3.08,2.53
SDSSJ092912.32+023817.0,E.Caffau+_AAP_595_L6_2016,5894,4.50,-4.97,4.03,3.44
SDSSJ094708+461010,D.S.Aguado+_AAP_604_9_2017,5858,5.00,-4.10,1.12,0.53
SDSSJ101600+172901,D.S.Aguado+_AAP_593_10_2016,5420,4.90,-3.55,0.22,-0.27
SDSSJ102915+172927,E.Caffau+_Nature_477_67_2011,5811,4.00,-4.71,0.98,0.39
SDSSJ103402.71+070116.6,P.Bonifacio+_AAP_612_A65_2018,6224,4.00,-4.01,1.86,1.27
SDSSJ1035+0641,P.Bonifacio+_AAP_579_A28_2015,6262,4.00,-5.05,3.54,2.95
SDSSJ103556.11+064143.9,P.Bonifacio+_AAP_612_A65_2018,6262,4.00,-5.20,3.93,3.34
SDSSJ1036+1212,W.Aoki+_AJ_145_13_2013,5850,4.00,-3.47,1.84,1.37
SDSSJ1036+1212,N.T.Behara+_AAP_513_A72_2010,6000,4.00,-3.18,1.52,1.11
SDSSJ103649.93+121219.8,T.Matsuno+_AJ_154_52_2017,5502,3.74,-3.62,1.19,0.61
SDSSJ1114+1828,M.Spite+_AAP_552_A107_2013,6200,4.00,-3.33,3.30,2.86
SDSSJ113207.12-082657.3,P.Francois+_AAP_619_A10_2018,6420,4.50,-3.04,1.51,1.13
SDSSJ1137+2553,P.Bonifacio+_AAP_579_A28_2015,6310,3.20,-2.64,2.87,2.54
SDSSJ1143+2020,M.Spite+_AAP_552_A107_2013,6240,4.00,-3.13,2.80,2.40
SDSSJ1204+1201,V.M.Placco+_ApJ_809_136_2015,5467,3.20,-4.34,1.45,0.76
SDSSJ120441+120111,D.S.Aguado+_AAP_593_10_2016,5850,3.90,-3.75,-0.49,-1.03
SDSSJ123055+000547,D.S.Aguado+_AAP_593_10_2016,6200,4.20,-3.45,0.82,0.35
SDSSJ1245-0738,W.Aoki+_AJ_145_13_2013,6100,4.00,-3.16,2.53,2.13
SDSSJ124719.46-034152.4,P.Bonifacio+_AAP_612_A65_2018,6332,4.00,-4.01,2.22,1.63
SDSSJ134338.67+484426.6,A.SusmithaRani+_MNRAS_458_2648_2016,5620,3.44,-3.42,0.51,-0.00
SDSSJ1349-0229,W.Aoki+_AJ_145_13_2013,6200,4.00,-3.24,3.01,2.59
SDSSJ1349-0229,N.T.Behara+_AAP_513_A72_2010,6200,4.00,-2.98,3.21,2.85
SDSSJ134922.91+140736.9,P.Bonifacio+_AAP_612_A65_2018,6112,4.00,-3.60,2.17,1.67
SDSSJ142441.87+561535.0,T.Matsuno+_PASJ_69_24_2017,6088,4.34,-3.01,1.49,1.12
SDSSJ142441.88+561535.0,T.Matsuno+_AJ_154_52_2017,6107,4.20,-3.10,1.04,0.65
SDSSJ144256.37-001542.8,P.Bonifacio+_AAP_612_A65_2018,5850,4.00,-4.37,1.96,1.37
SDSSJ144551.13-004541.3,P.Francois+_AAP_619_A10_2018,6530,4.50,-3.20,1.17,0.76
SDSSJ152202.09+305526.3,T.Matsuno+_AJ_154_52_2017,5505,3.75,-3.94,0.81,0.23
SDSSJ1612+0421,W.Aoki+_AJ_145_13_2013,5350,3.30,-2.86,0.63,0.27
SDSSJ161956+170539,E.Caffau+_AAP_560_A15_2013,6191,4.00,-3.57,2.34,1.84
SDSSJ162049.87+322323.2,P.Francois+_AAP_619_A10_2018,6050,4.50,-3.40,1.37,0.91
SDSSJ1626+1458,W.Aoki+_AJ_145_13_2013,6400,4.00,-2.99,2.86,2.49
SDSSJ164005.30+370907.8,T.Matsuno+_AJ_154_52_2017,6211,4.42,-3.54,1.41,0.92
SDSSJ164234+443004,D.S.Aguado+_AAP_593_10_2016,6280,5.00,-4.05,0.56,-0.03
SDSSJ1646+2824,W.Aoki+_AJ_145_13_2013,6100,4.00,-3.05,2.52,2.14
SDSSJ1703+2836,W.Aoki+_AJ_145_13_2013,5100,4.80,-3.21,0.28,-0.13
SDSSJ170339.60+283649.9,W.Aoki+_ApJ_723_L201_2010,5000,4.80,-3.23,0.20,-0.22
SDSSJ1734+4316,W.Aoki+_AJ_145_13_2013,5200,2.70,-2.51,1.78,1.47
SDSSJ173403+644632,D.S.Aguado+_AAP_604_9_2017,6183,5.00,-4.30,3.22,2.63
SDSSJ1742+2531,P.Bonifacio+_AAP_579_A28_2015,6345,4.00,-4.77,3.63,3.04
SDSSJ183455+421328,D.S.Aguado+_AAP_593_10_2016,5370,4.90,-3.85,-0.44,-1.00
SDSSJ1836+6317,W.Aoki+_AJ_145_13_2013,5350,3.00,-2.85,2.02,1.66
SDSSJ200513.48-104503.2,T.Matsuno+_AJ_154_52_2017,6263,3.98,-3.86,2.77,2.21
SDSSJ214633-003910,D.S.Aguado+_AAP_593_10_2016,6470,4.90,-3.65,0.58,0.07
SDSSJ2209-0028,M.Spite+_AAP_552_A107_2013,6440,4.00,-3.94,2.61,2.03
SDSSJ230959.55+230803.0,T.Matsuno+_AJ_154_52_2017,5875,3.82,-3.96,2.00,1.41
SDSSJ232854.99+023924.5,P.Francois+_AAP_619_A10_2018,6310,4.50,-3.00,1.17,0.80
SDSSJ234939.71+383217.8,T.Matsuno+_AJ_154_52_2017,5972,4.47,-3.73,2.00,1.47
SDSSJ2357-0052,W.Aoki+_AJ_145_13_2013,5200,4.80,-3.20,0.57,0.16
SDSSJ235718.91-005247.8,W.Aoki+_ApJ_723_L201_2010,5000,4.80,-3.36,0.43,-0.02
SMSSJ005953.98-594329.9,H.R.Jacobson+_ApJ_807_171_2015,5413,2.95,-3.93,1.20,0.53
SMSSJ055746.51-575057.4,H.R.Jacobson+_ApJ_807_171_2015,5404,3.05,-2.50,0.51,0.20
SMSSJ093829.27-070520.9,H.R.Jacobson+_ApJ_807_171_2015,5440,3.15,-2.34,0.36,0.08
SMSSJ110850.60-080034.7,H.R.Jacobson+_ApJ_807_171_2015,5485,3.40,-2.90,0.15,-0.22
SMSSJ135217.78-151405.7,H.R.Jacobson+_ApJ_807_171_2015,5260,2.75,-2.56,0.23,-0.09
SMSSJ200654.42-321157.7,H.R.Jacobson+_ApJ_807_171_2015,5395,2.95,-3.25,0.67,0.21
SMSSJ212217.52-295552.7,A.F.Marino+_MNRAS_485_5153_2019,5395,3.17,-2.81,0.64,0.28
v408Vir,C.R.Kennedy+_ApJ_787_6_2014,6216,2.81,-1.88,0.62,0.41
WISEAJ000045.79+380245.7,V.M.Placco+_ApJ_870_122_2019,4748,2.97,-0.35,-0.47,-0.45
WISEAJ000123.03+495329.1,V.M.Placco+_ApJ_870_122_2019,5280,3.93,-0.69,0.42,0.33
WISEAJ000137.83+500539.6,V.M.Placco+_ApJ_870_122_2019,4902,3.20,-0.47,-0.13,-0.12
WISEAJ000438.51-631242.6,V.M.Placco+_ApJ_870_122_2019,5086,4.19,-0.61,0.60,0.52
WISEAJ000530.64+002210.7,V.M.Placco+_ApJ_870_122_2019,4921,2.73,-0.25,-0.59,-0.55
WISEAJ001302.84+585125.6,V.M.Placco+_ApJ_870_122_2019,5286,2.83,-1.51,0.83,0.68
WISEAJ001319.73+551110.7,V.M.Placco+_ApJ_870_122_2019,5706,4.00,-1.11,0.83,0.69
WISEAJ001735.43+512227.3,V.M.Placco+_ApJ_870_122_2019,5226,3.67,-1.07,0.31,0.22
WISEAJ001818.54+450056.0,V.M.Placco+_ApJ_870_122_2019,5144,4.45,-0.97,0.53,0.41
WISEAJ002037.54-222557.4,V.M.Placco+_ApJ_870_122_2019,4940,4.39,-0.78,0.57,0.47
WISEAJ002049.46-275027.5,V.M.Placco+_ApJ_870_122_2019,4918,4.56,-0.83,-0.32,-0.43
WISEAJ002101.84-681340.2,V.M.Placco+_ApJ_870_122_2019,5488,4.16,-0.62,0.44,0.36
WISEAJ002322.32-583202.2,V.M.Placco+_ApJ_870_122_2019,5153,4.63,-0.30,0.02,-0.02
WISEAJ002400.26+375947.1,V.M.Placco+_ApJ_870_122_2019,4777,2.94,-0.67,-0.25,-0.27
WISEAJ002445.12-111726.1,V.M.Placco+_ApJ_870_122_2019,4790,4.29,-0.41,-0.23,-0.29
WISEAJ002448.81+673036.6,V.M.Placco+_ApJ_870_122_2019,5197,4.50,-1.59,0.98,0.78
WISEAJ004733.23+682621.4,V.M.Placco+_ApJ_870_122_2019,5084,4.99,-0.63,0.08,-0.00
WISEAJ010000.89+091851.6,V.M.Placco+_ApJ_870_122_2019,5412,4.26,-0.92,0.52,0.40
WISEAJ010031.50+062053.3,V.M.Placco+_ApJ_870_122_2019,4823,4.59,-1.02,0.53,0.40
WISEAJ010109.65-605354.3,V.M.Placco+_ApJ_870_122_2019,5806,3.98,-1.40,1.10,0.93
WISEAJ010116.30+051644.5,V.M.Placco+_ApJ_870_122_2019,4676,4.50,-1.41,0.61,0.43
WISEAJ010312.14+441009.9,V.M.Placco+_ApJ_870_122_2019,4662,4.89,-1.38,0.40,0.23
WISEAJ010409.25+433854.1,V.M.Placco+_ApJ_870_122_2019,5502,4.31,-0.57,0.17,0.09
WISEAJ010426.95+735735.8,V.M.Placco+_ApJ_870_122_2019,4892,3.09,-0.31,-0.39,-0.36
WISEAJ010528.94+020939.5,V.M.Placco+_ApJ_870_122_2019,4954,4.75,-0.89,0.57,0.46
WISEAJ010532.30+403304.2,V.M.Placco+_ApJ_870_122_2019,4562,4.72,-1.64,-0.15,-0.35
WISEAJ010912.35+405229.6,V.M.Placco+_ApJ_870_122_2019,4875,4.82,-0.88,0.18,0.07
WISEAJ012010.53-484946.2,V.M.Placco+_ApJ_870_122_2019,5436,2.87,-1.81,0.82,0.62
WISEAJ012150.21-354254.7,V.M.Placco+_ApJ_870_122_2019,4934,4.42,-0.73,0.35,0.26
WISEAJ012447.36-384420.1,V.M.Placco+_ApJ_870_122_2019,4986,4.40,-0.43,0.13,0.07
WISEAJ014545.55-714234.9,V.M.Placco+_ApJ_870_122_2019,5545,4.26,-0.52,0.45,0.38
